section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,61,1765440763822223657,1765440763832223657,10,13.175677026608698,0.8392364703820658,1629.2840423294201,1667.465238162779
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,62,1765440764137470657,1765440764187595657,50,194.39305985267234,12.387022251726256,4249.053895833467,6820.438396145699
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,63,1765440764362719657,1765440764382718657,20,20.44907709834159,1.297841368523241,1395.7501689603885,1554.0389389432144
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,64,1765440764557842657,1765440764602967657,45,30.2626416352431,1.903027397920635,1131.631777642752,1444.4811645209973
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,65,1765440764838090657,1765440764938214657,100,11.429900809523835,0.7318819107758426,945.8293926271456,1535.5292988727865
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,66,1765440765063338657,1765440765358585657,295,142.86244028242686,9.163409045225844,1482.2905330067142,5626.097472219102
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,67,1765440765548834657,1765440765703958657,155,730.6994952476875,46.82613180054332,6072.566954455833,12058.647132665215
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,68,1765440765949218657,1765440765969210657,20,19.21585461516122,1.2279873128367078,1328.309946242517,1415.33222583422
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,69,1765440767615692657,1765440767675820657,60,118.4583040981142,7.5176166699613916,1974.6379082188048,2852.314203394866
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,70,1765440767775816657,1765440767835941657,60,279.7798272150243,17.786053039725267,5148.873528810648,8402.379000580195
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,71,1765440768046064657,1765440768076189657,30,36.16924430651651,2.2569393540694014,1358.6268754309083,1623.5025896814805
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,72,1765440768181191657,1765440768296322657,115,676.6728346236401,43.51749361998652,6595.592224284881,9687.388917814162
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,73,1765440768571560657,1765440768871932657,300,460.9082645775438,29.589149507541833,2090.5824919637,10519.480943013583
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,74,1765440769427428657,1765440769502427657,75,369.14115127980267,23.447374345883258,5412.309647574508,8641.560062342902
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,75,1765440769862800657,1765440770037936657,175,365.5923873747319,23.12574623005529,4812.56427782185,13668.491296814795
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,76,1765440770348296657,1765440770573419657,225,326.62608988227413,21.06425781203909,3475.3109966517204,9369.052819527351
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,77,1765440770708547657,1765440770773674657,65,322.6437827482926,20.795285313231176,4969.373568603818,8398.84220995631
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,78,1765440770913791657,1765440770958791657,45,67.44405491498479,4.331906399255526,1756.1060709541712,2542.0578318457983
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,79,1765440771093915657,1765440771134040657,40,127.8389492330668,8.162866549713184,3494.009768617416,4999.661920370866
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,80,1765440771429287657,1765440771579411657,150,169.20627070357068,10.784079620210084,3086.4935576755115,7661.831215476319
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,81,1765440771809659657,1765440771859659657,50,156.45341492614864,10.078017210665118,3334.743481870236,5024.96607388119
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,82,1765440772089907657,1765440772139907657,50,183.77149654369097,11.838334557162469,3724.249547955151,5744.013770388067
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,83,1765440772350155657,1765440772390158657,40,84.66983833633992,5.449721582950125,2226.1970103383164,3410.2701676509582
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,84,1765440772705402657,1765440772880651657,175,184.78254255796605,11.908533137367701,2334.9352554218517,6798.995536802573
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,85,1765440773155898657,1765440773245898657,90,411.49382919631233,26.298148326973372,4788.5335728573145,7675.63678010344
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,86,1765440773466146657,1765440773671395657,205,348.4073710622388,22.261388720785,3573.597476852349,9397.774956239999
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,87,1765440774006642657,1765440774151775657,145,571.286122293786,36.55347999085537,4542.047302258044,6931.055630609712
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,88,1765440774417014657,1765440774447013657,30,73.36840442260511,4.694159274820754,2747.0365310807756,3488.125251151122
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,89,1765440774632262657,1765440774672262657,40,68.84589604863852,4.402529589791596,2133.848275893301,2932.9931860300203
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,90,1765440774857510657,1765440774882510657,25,52.76180835612288,3.3454742060221907,2086.0592608490133,2575.547689929672
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,91,1765440775413009657,1765440775598135657,185,766.838008983761,49.13436891626784,5928.105976523009,9989.088349468475
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,92,1765440775963505657,1765440776093626657,130,452.0293920011717,28.954798211957065,4391.06724482806,7676.4671855725965
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,93,1765440776243749657,1765440776438879657,195,547.6961133489853,35.15335348575354,4702.4425889606455,9878.333563791937
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,94,1765440776764245657,1765440776804245657,40,107.73140033933328,6.9532718316045505,2641.123242981317,3845.2012232359843
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,95,1765440776924369657,1765440777079493657,155,570.3278812561013,36.5715525509146,5484.146084424893,8499.305687013151
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,96,1765440777309741657,1765440777349741657,40,127.24812584515566,8.08430578487248,3768.099242503763,5325.2345713497625
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,97,1765440777494865657,1765440777534989657,40,83.39471428484904,5.321410108665564,2323.0590861693354,3401.1669327142463
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,98,1765440777700113657,1765440777720113657,20,33.87761469587211,2.1263565468414027,1871.6739733988122,2200.075809169674
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,99,1765440777875237657,1765440778110485657,235,759.7974837958702,48.8003847674321,5472.077093942273,9811.139847575814
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,100,1765440778250609657,1765440778290609657,40,122.49394902884096,7.847557054831562,4454.06279988463,6000.24545950185
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,101,1765440778465857657,1765440778560856657,95,63.765038664267784,4.069729929596568,1884.4046883083793,3900.987992020641
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,102,1765440778650981657,1765440778831104657,180,653.3497801086368,41.9821539146726,6390.0831213603215,16693.99391115735
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,103,1765440779426725657,1765440779471725657,45,186.07059708518253,11.849498897220938,4610.794107436288,6873.368671964583
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,104,1765440779601848657,1765440779681973657,80,390.98178608863407,25.129043301959303,5934.465351861599,8146.945456458545
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,105,1765440780232469657,1765440780377604657,145,554.4594089380048,35.65798866208377,4437.547596917932,9344.815849603729
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,106,1765440780627850657,1765440780662841657,35,83.97091413675881,5.303086408850123,2960.1389287658235,3869.885548243832
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,107,1765440780948088657,1765440781048213657,100,55.80782415630144,3.535436864096333,3070.1853070246657,6145.524404421976
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,108,1765440781558708657,1765440781593708657,35,57.892823233235376,3.6849489833711435,1872.4529813148947,2512.966670991743
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,109,1765440781813961657,1765440781848956657,35,86.80789829424712,5.573350564735221,2460.9513420927274,3203.994036075953
dd8e5674-484b-4529-8035-cb158eb757b5,15500a9f-da4b-4f40-ac69-6c13e96965ca,110,1765440782114204657,1765440782149204657,35,52.95314274595707,3.3853221239188915,1718.2415048855341,2163.4178813180215
